Country,Brand,Model,Storage Variant,Color1,Color2,Color3,Color4,Color5,Color6,Color7,Color8,Color9,Color10,Color11
FR,Apple,iSE3,64 GB,(PRODUCT) Red,Black,Midnight,Starlight,White,,,,,,
FR,Samsung,S21,128 GB,Phantom Grey,Phantom Pink,Phantom Violet,Phantom White,,,,,,,
FR,Samsung,S21,256 GB,Phantom Grey,Phantom Pink,Phantom Violet,Phantom White,,,,,,,
FR,Samsung,S21 Ultra,128 GB,Phantom Black,Phantom Brown,Phantom Navy,Phantom Silver,Phantom Titanium,,,,,,
FR,Samsung,S21 Ultra,256 GB,Phantom Black,Phantom Brown,Phantom Navy,Phantom Silver,Phantom Titanium,,,,,,
FR,Samsung,S21 Ultra,512 GB,Phantom Black,Phantom Brown,Phantom Navy,Phantom Silver,Phantom Titanium,,,,,,
FR,Samsung,S21+,128 GB,Phantom Black,Phantom Gold,Phantom Red,Phantom Silver,Phantom Violet,,,,,,
FR,Samsung,S21+,256 GB,Phantom Black,Phantom Gold,Phantom Red,Phantom Silver,Phantom Violet,,,,,,
FR,Samsung,S22,128 GB,Black,Cream,Green,Grey,Lavender,Pink,Purple,Sky Blue,White,,
FR,Samsung,S22,256 GB,Black,Cream,Green,Grey,Lavender,Pink,Purple,Sky Blue,White,,
FR,Samsung,S22 Ultra,1 TB,Black,Burgundy,Graphite,Red,Sky Blue,,,,,,
FR,Samsung,S22 Ultra,128 GB,Black,Burgundy,Graphite,Red,Sky Blue,,,,,,
FR,Samsung,S22 Ultra,256 GB,Black,Burgundy,Graphite,Green,Red,Sky Blue,White,,,,
FR,Samsung,S22 Ultra,512 GB,Black,Burgundy,Graphite,Grey,Red,Sky Blue,,,,,
FR,Samsung,S22+,128 GB,Black,Cream,Green,Grey,Pink,Purple,Sky Blue,,,,
FR,Samsung,S22+,256 GB,Black,Cream,Green,Grey,Pink,Purple,Sky Blue,White,,,
FR,Samsung,S23,128 GB,Black,Cream,Graphite,Green,Lavender,Lime,,,,,
FR,Samsung,S23,256 GB,Black,Cream,Graphite,Green,Lavender,Lime,,,,,
FR,Samsung,S23 Ultra,1 TB,Black,Cream,Graphite,Green,Lavender,Lime,Red,Sky Blue,,,
FR,Samsung,S23 Ultra,256 GB,Black,Cream,Graphite,Green,Lavender,Lime,Red,Sky Blue,,,
FR,Samsung,S23 Ultra,512 GB,Black,Cream,Graphite,Green,Lavender,Lime,Red,Sky Blue,,,
FR,Samsung,S23+,256 GB,Black,Cream,Graphite,Green,Lavender,Lime,,,,,
FR,Samsung,S23+,512 GB,Black,Cream,Graphite,Green,Lavender,Lime,,,,,
FR,Samsung,Z Flip3,128 GB,Cream,Green,Grey,Lavender,Phantom Black,Pink,White,,,,
FR,Samsung,Z Flip3,256 GB,Grey,Phantom Black,Pink,White,,,,,,,
FR,Samsung,Z Flip4,128 GB,Blue,Bora Purple,Graphite,Pink Gold,,,,,,,
FR,Samsung,Z Flip4,256 GB,Blue,Bora Purple,Graphite,Pink Gold,,,,,,,
FR,Samsung,Z Flip4,512 GB,Blue,Bora Purple,Graphite,Pink Gold,,,,,,,
FR,Samsung,Z Flip5,256 GB,Blue,Cream,Graphite,Green,Grey,Lavender,Mint,Yellow,,,
FR,Samsung,Z Flip5,512 GB,Blue,Cream,Graphite,Green,Grey,Lavender,Mint,Yellow,,,
FR,Samsung,Z Fold3,256 GB,Phantom Black,Phantom Green,Phantom Silver,,,,,,,,
FR,Samsung,Z Fold3,512 GB,Phantom Black,Phantom Silver,,,,,,,,,
FR,Samsung,Z Fold4,1 TB,Beige,Burgundy,Grey Green,Phantom Black,,,,,,,
FR,Samsung,Z Fold4,256 GB,Beige,Burgundy,Grey Green,Phantom Black,,,,,,,
FR,Samsung,Z Fold4,512 GB,Beige,Burgundy,Grey Green,Phantom Black,,,,,,,
FR,Samsung,Z Fold5,1 TB,Blue,Cream,Grey,Icy Blue,Phantom Black,,,,,,
FR,Samsung,Z Fold5,256 GB,Blue,Cream,Grey,Icy Blue,Phantom Black,,,,,,
FR,Samsung,Z Fold5,512 GB,Blue,Cream,Grey,Icy Blue,Phantom Black,,,,,,
NL,Samsung,A34,128 GB,Graphite,Lavender,Lime,Silver,,,,,,,
NL,Samsung,A34,256 GB,Graphite,Lavender,Lime,Silver,,,,,,,
NL,Samsung,A54,128 GB,Graphite,Lavender,Lime,Silver,,,,,,,
NL,Samsung,A54,256 GB,Graphite,Lavender,Lime,Silver,,,,,,,
NL,Apple,i13,128 GB,(PRODUCT) Red,Blue,Green,Midnight,Pink,Starlight,,,,,
NL,Apple,i13,256 GB,(PRODUCT) Red,Blue,Green,Midnight,Pink,Starlight,,,,,
NL,Apple,i13,512 GB,(PRODUCT) Red,Blue,Green,Midnight,Pink,Starlight,,,,,
NL,Apple,i13 Mini,128 GB,(PRODUCT) Red,Blue,Green,Midnight,Pink,Starlight,,,,,
NL,Apple,i13 Mini,256 GB,(PRODUCT) Red,Blue,Green,Midnight,Pink,Starlight,,,,,
NL,Apple,i13 Mini,512 GB,(PRODUCT) Red,Blue,Green,Midnight,Pink,Starlight,,,,,
NL,Apple,i13 Pro,1 TB,Blue,Gold,Graphite,Green,Silver,,,,,,
NL,Apple,i13 Pro,128 GB,Blue,Gold,Graphite,Green,Silver,,,,,,
NL,Apple,i13 Pro,256 GB,Blue,Gold,Graphite,Green,Silver,,,,,,
NL,Apple,i13 Pro,512 GB,Blue,Gold,Graphite,Green,Silver,,,,,,
NL,Apple,i13 Pro Max,1 TB,Blue,Gold,Graphite,Green,Silver,,,,,,
NL,Apple,i13 Pro Max,128 GB,Blue,Gold,Graphite,Green,Silver,,,,,,
NL,Apple,i13 Pro Max,256 GB,Blue,Gold,Graphite,Green,Silver,,,,,,
NL,Apple,i13 Pro Max,512 GB,Blue,Gold,Graphite,Green,Silver,,,,,,
NL,Apple,i14,128 GB,(PRODUCT) Red,Blue,Midnight,Purple,Starlight,Yellow,,,,,
NL,Apple,i14,256 GB,(PRODUCT) Red,Blue,Midnight,Purple,Starlight,Yellow,,,,,
NL,Apple,i14,512 GB,(PRODUCT) Red,Blue,Midnight,Purple,Starlight,Yellow,,,,,
NL,Apple,i14 Plus,128 GB,(PRODUCT) Red,Blue,Midnight,Purple,Starlight,Yellow,,,,,
NL,Apple,i14 Plus,256 GB,(PRODUCT) Red,Blue,Midnight,Purple,Starlight,Yellow,,,,,
NL,Apple,i14 Plus,512 GB,(PRODUCT) Red,Blue,Midnight,Purple,Starlight,Yellow,,,,,
NL,Apple,i14 Pro,1 TB,Black,Deep Purple,Gold,Silver,,,,,,,
NL,Apple,i14 Pro,128 GB,Black,Deep Purple,Gold,Silver,,,,,,,
NL,Apple,i14 Pro,256 GB,Black,Deep Purple,Gold,Silver,,,,,,,
NL,Apple,i14 Pro,512 GB,Black,Deep Purple,Gold,Silver,,,,,,,
NL,Apple,i14 Pro Max,1 TB,Black,Deep Purple,Gold,Silver,,,,,,,
NL,Apple,i14 Pro Max,128 GB,Black,Deep Purple,Gold,Silver,,,,,,,
NL,Apple,i14 Pro Max,256 GB,Black,Deep Purple,Gold,Silver,,,,,,,
NL,Apple,i14 Pro Max,512 GB,Black,Deep Purple,Gold,Silver,,,,,,,
NL,Apple,i15,128 GB,Black,Blue,Green,Pink,Yellow,,,,,,
NL,Apple,i15,256 GB,Black,Blue,Green,Pink,Yellow,,,,,,
NL,Apple,i15,512 GB,Black,Blue,Green,Pink,Yellow,,,,,,
NL,Apple,i15 Plus,128 GB,Black,Blue,Green,Pink,Yellow,,,,,,
NL,Apple,i15 Plus,256 GB,Black,Blue,Green,Pink,Yellow,,,,,,
NL,Apple,i15 Plus,512 GB,Black,Blue,Green,Pink,Yellow,,,,,,
NL,Apple,i15 Pro,1 TB,Black Titanium,Blue Titanium,Natural Titanium,White Titanium,,,,,,,
NL,Apple,i15 Pro,128 GB,Black Titanium,Blue Titanium,Natural Titanium,White Titanium,,,,,,,
NL,Apple,i15 Pro,256 GB,Black Titanium,Blue Titanium,Natural Titanium,White Titanium,,,,,,,
NL,Apple,i15 Pro,512 GB,Black Titanium,Blue Titanium,Natural Titanium,White Titanium,,,,,,,
NL,Apple,i15 Pro Max,1 TB,Black Titanium,Blue Titanium,Natural Titanium,White Titanium,,,,,,,
NL,Apple,i15 Pro Max,256 GB,Black Titanium,Blue Titanium,Natural Titanium,White Titanium,,,,,,,
NL,Apple,i15 Pro Max,512 GB,Black Titanium,Blue Titanium,Natural Titanium,White Titanium,,,,,,,
NL,Apple,iSE2,128 GB,(PRODUCT) Red,Black,Midnight,Starlight,White,,,,,,
NL,Apple,iSE2,256 GB,(PRODUCT) Red,Black,White,,,,,,,,
NL,Apple,iSE2,64 GB,(PRODUCT) Red,Black,Midnight,Starlight,White,,,,,,
NL,Apple,iSE3,128 GB,(PRODUCT) Red,Midnight,Starlight,,,,,,,,
NL,Apple,iSE3,256 GB,(PRODUCT) Red,Midnight,Starlight,,,,,,,,
NL,Apple,iSE3,64 GB,(PRODUCT) Red,Midnight,Starlight,,,,,,,,
NL,Samsung,S21,128 GB,Phantom Grey,Phantom Pink,Phantom Violet,Phantom White,,,,,,,
NL,Samsung,S21,256 GB,Phantom Grey,Phantom Pink,Phantom Violet,Phantom White,,,,,,,
NL,Samsung,S21 Ultra,128 GB,Phantom Black,Phantom Brown,Phantom Navy,Phantom Silver,Phantom Titanium,,,,,,
NL,Samsung,S21 Ultra,256 GB,Phantom Black,Phantom Brown,Phantom Navy,Phantom Silver,Phantom Titanium,,,,,,
NL,Samsung,S21 Ultra,512 GB,Phantom Black,Phantom Brown,Phantom Navy,Phantom Silver,Phantom Titanium,,,,,,
NL,Samsung,S21+,128 GB,Phantom Black,Phantom Gold,Phantom Red,Phantom Silver,Phantom Violet,,,,,,
NL,Samsung,S21+,256 GB,Phantom Black,Phantom Gold,Phantom Red,Phantom Silver,Phantom Violet,,,,,,
NL,Samsung,S22,128 GB,Bora Purple,Green,Phantom Black,Phantom White,Pink Gold,,,,,,
NL,Samsung,S22,256 GB,Bora Purple,Green,Phantom Black,Phantom White,Pink Gold,,,,,,
NL,Samsung,S22 Ultra,1 TB,Burgundy,Green,Phantom Black,Phantom White,,,,,,,
NL,Samsung,S22 Ultra,128 GB,Burgundy,Green,Phantom Black,Phantom White,,,,,,,
NL,Samsung,S22 Ultra,256 GB,Burgundy,Green,Phantom Black,Phantom White,,,,,,,
NL,Samsung,S22 Ultra,512 GB,Burgundy,Green,Phantom Black,Phantom White,,,,,,,
NL,Samsung,S22+,128 GB,Green,Phantom Black,Phantom White,Pink Gold,,,,,,,
NL,Samsung,S22+,256 GB,Green,Phantom Black,Phantom White,Pink Gold,,,,,,,
NL,Samsung,S23,128 GB,Cream,Green,Lavender,Phantom Black,,,,,,,
NL,Samsung,S23,256 GB,Cream,Green,Lavender,Phantom Black,,,,,,,
NL,Samsung,S23 Ultra,1 TB,Cream,Green,Lavender,Phantom Black,,,,,,,
NL,Samsung,S23 Ultra,256 GB,Cream,Green,Lavender,Phantom Black,,,,,,,
NL,Samsung,S23 Ultra,512 GB,Cream,Green,Lavender,Phantom Black,,,,,,,
NL,Samsung,S23+,256 GB,Cream,Green,Lavender,Phantom Black,,,,,,,
NL,Samsung,S23+,512 GB,Cream,Green,Lavender,Phantom Black,,,,,,,
NL,Samsung,Z Flip3,128 GB,Phantom Black,Phantom Green,,,,,,,,,
NL,Samsung,Z Flip3,256 GB,Phantom Black,Phantom Green,,,,,,,,,
NL,Samsung,Z Flip4,128 GB,Blue,Bora Purple,Graphite,Pink Gold,,,,,,,
NL,Samsung,Z Flip4,256 GB,Blue,Bora Purple,Graphite,Pink Gold,,,,,,,
NL,Samsung,Z Flip4,512 GB,Blue,Bora Purple,Graphite,Pink Gold,,,,,,,
NL,Samsung,Z Flip5,256 GB,Blue,Cream,Graphite,Green,Grey,Lavender,Mint,Yellow,,,
NL,Samsung,Z Flip5,512 GB,Blue,Cream,Graphite,Green,Grey,Lavender,Mint,Yellow,,,
NL,Samsung,Z Fold3,256 GB,Phantom Black,Phantom Green,Phantom Silver,,,,,,,,
NL,Samsung,Z Fold3,512 GB,Phantom Black,Phantom Green,Phantom Silver,,,,,,,,
NL,Samsung,Z Fold4,1 TB,Beige,Grey Green,Phantom Black,,,,,,,,
NL,Samsung,Z Fold4,256 GB,Beige,Grey Green,Phantom Black,Phantom Black,,,,,,,
NL,Samsung,Z Fold4,512 GB,Beige,Grey Green,Phantom Black,,,,,,,,
NL,Samsung,Z Fold5,1 TB,Blue,Cream,Grey,Icy Blue,Phantom Black,,,,,,
NL,Samsung,Z Fold5,256 GB,Blue,Cream,Grey,Icy Blue,Phantom Black,,,,,,
NL,Samsung,Z Fold5,512 GB,Blue,Cream,Grey,Icy Blue,Phantom Black,,,,,,
NO,Samsung,A34,128 GB,Black,Graphite,Lavender,Light Green,Light Purple,Lime,Silver,,,,
NO,Samsung,A34,256 GB,Black,Graphite,Lavender,Light Green,Light Purple,Lime,Silver,,,,
NO,Samsung,A52,128 GB,Awesome Black,Awesome Blue,Awesome Violet,Awesome White,,,,,,,
NO,Samsung,A53,128 GB,Awesome Black,Awesome Blue,Awesome Peach,Awesome White,,,,,,,
NO,Samsung,A53,256 GB,Awesome Black,Awesome Blue,Awesome Peach,Awesome White,,,,,,,
NO,Samsung,A54,128 GB,Black,Graphite,Lavender,Light Green,Light Purple,Lime,Silver,,,,
NO,Samsung,A54,256 GB,Black,Graphite,Lavender,Light Green,Light Purple,Lime,Silver,,,,
NO,Apple,i13,128 GB,(PRODUCT) Red,Blue,Green,2,Pink,Star Skin,Starlight,,,,
NO,Apple,i13,256 GB,(PRODUCT) Red,Blue,Green,2,Pink,Star Skin,Starlight,,,,
NO,Apple,i13,512 GB,(PRODUCT) Red,Blue,Green,2,Pink,Star Skin,Starlight,,,,
NO,Apple,i13 Mini,128 GB,(PRODUCT) Red,Blue,Green,Midnight,Pink,Star Skin,,,,,
NO,Apple,i13 Mini,256 GB,(PRODUCT) Red,Blue,Green,Midnight,Pink,Star Skin,,,,,
NO,Apple,i13 Mini,512 GB,(PRODUCT) Red,Blue,Green,Midnight,Pink,Star Skin,,,,,
NO,Apple,i13 Pro,1 TB,Blue,Gold,Graphite,Green,Silver,,,,,,
NO,Apple,i13 Pro,128 GB,Blue,Gold,Graphite,Green,Silver,,,,,,
NO,Apple,i13 Pro,256 GB,Blue,Gold,Graphite,Green,Silver,,,,,,
NO,Apple,i13 Pro,512 GB,Blue,Gold,Graphite,Green,Silver,,,,,,
NO,Apple,i13 Pro Max,1 TB,Blue,Gold,Graphite,Green,Silver,,,,,,
NO,Apple,i13 Pro Max,128 GB,Blue,Gold,Graphite,Green,Silver,,,,,,
NO,Apple,i13 Pro Max,256 GB,Blue,Gold,Graphite,Green,Silver,,,,,,
NO,Apple,i13 Pro Max,512 GB,Blue,Gold,Graphite,Green,Silver,,,,,,
NO,Apple,i14,128 GB,(PRODUCT) Red,Black,Blue,Midnight,Purple,Star Shine,Star Skin,Starlight,Yellow,,
NO,Apple,i14,256 GB,(PRODUCT) Red,Black,Blue,Midnight,Purple,Star Shine,Star Skin,Starlight,Yellow,,
NO,Apple,i14,512 GB,(PRODUCT) Red,Black,Blue,Midnight,Purple,Star Shine,Star Skin,Starlight,Yellow,,
NO,Apple,i14 Plus,128 GB,(PRODUCT) Red,Black,Blue,Midnight,Purple,Star Shine,Star Skin,Starlight,Yellow,,
NO,Apple,i14 Plus,256 GB,(PRODUCT) Red,Black,Blue,Midnight,Purple,Star Shine,Star Skin,Starlight,Yellow,,
NO,Apple,i14 Plus,512 GB,(PRODUCT) Red,Black,Blue,Midnight,Purple,Star Shine,Star Skin,Starlight,Yellow,,
NO,Apple,i14 Pro,1 TB,Deep Purple,Gold,Purple,Silver,Space Black,Star Black,,,,,
NO,Apple,i14 Pro,128 GB,Deep Purple,Gold,Purple,Silver,Space Black,Star Black,,,,,
NO,Apple,i14 Pro,256 GB,Deep Purple,Gold,Purple,Silver,Space Black,Star Black,,,,,
NO,Apple,i14 Pro,512 GB,Deep Purple,Gold,Purple,Silver,Space Black,Star Black,,,,,
NO,Apple,i14 Pro Max,1 TB,Deep Purple,Gold,Purple,Silver,Space Black,Star Black,,,,,
NO,Apple,i14 Pro Max,128 GB,Deep Purple,Gold,Purple,Silver,Space Black,Star Black,,,,,
NO,Apple,i14 Pro Max,256 GB,Deep Purple,Gold,Purple,Silver,Space Black,Star Black,,,,,
NO,Apple,i14 Pro Max,512 GB,Deep Purple,Gold,Purple,Silver,Space Black,Star Black,,,,,
NO,Apple,i15,128 GB,Black,Blue,Green,Pink,Yellow,,,,,,
NO,Apple,i15,256 GB,Black,Blue,Green,Pink,Yellow,,,,,,
NO,Apple,i15,512 GB,Black,Blue,Green,Pink,Yellow,,,,,,
NO,Apple,i15 Plus,128 GB,Black,Blue,Green,Pink,Yellow,,,,,,
NO,Apple,i15 Plus,256 GB,Black,Blue,Green,Pink,Yellow,,,,,,
NO,Apple,i15 Plus,512 GB,Black,Blue,Green,Pink,Yellow,,,,,,
NO,Apple,i15 Pro,1 TB,Black Titanium,Blue Titanium,Natural Titanium,White Titanium,,,,,,,
NO,Apple,i15 Pro,128 GB,Black Titanium,Blue Titanium,Natural Titanium,White Titanium,,,,,,,
NO,Apple,i15 Pro,256 GB,Black Titanium,Blue Titanium,Natural Titanium,White Titanium,,,,,,,
NO,Apple,i15 Pro,512 GB,Black Titanium,Blue Titanium,Natural Titanium,White Titanium,,,,,,,
NO,Apple,i15 Pro Max,1 TB,Black Titanium,Blue Titanium,Natural Titanium,White Titanium,,,,,,,
NO,Apple,i15 Pro Max,256 GB,Black Titanium,Blue Titanium,Natural Titanium,White Titanium,,,,,,,
NO,Apple,i15 Pro Max,512 GB,Black Titanium,Blue Titanium,Natural Titanium,White Titanium,,,,,,,
NO,Apple,iSE2,128 GB,(PRODUCT) Red,Black,White,,,,,,,,
NO,Apple,iSE2,256 GB,(PRODUCT) Red,Black,White,,,,,,,,
NO,Apple,iSE2,64 GB,(PRODUCT) Red,Black,White,,,,,,,,
NO,Apple,iSE3,128 GB,(PRODUCT) Red,Black,2,Star Skin,Starlight,White,,,,,
NO,Apple,iSE3,256 GB,(PRODUCT) Red,2,Star Skin,Starlight,,,,,,,
NO,Apple,iSE3,64 GB,(PRODUCT) Red,Black,2,Star Skin,Starlight,White,,,,,
NO,Samsung,S21,128 GB,Grey,Pink,Violet,White,,,,,,,
NO,Samsung,S21,256 GB,Grey,Pink,Violet,White,,,,,,,
NO,Samsung,S21 FE,128 GB,Graphite,Green,Lavender,Olive,White,,,,,,
NO,Samsung,S21 FE,256 GB,Graphite,Green,Lavender,Olive,White,,,,,,
NO,Samsung,S21 Ultra,128 GB,Black,Phantom Brown,Phantom Navy,Phantom Titanium,Silver,,,,,,
NO,Samsung,S21 Ultra,256 GB,Black,Phantom Brown,Phantom Navy,Phantom Titanium,Silver,,,,,,
NO,Samsung,S21 Ultra,512 GB,Black,Brown,Navy,Phantom Brown,Phantom Navy,Phantom Titanium,Silver,,,,
NO,Samsung,S21+,128 GB,Black,Gold,Red,Silver,Violet,,,,,,
NO,Samsung,S21+,256 GB,Black,Gold,Red,Silver,Violet,,,,,,
NO,Samsung,S22,128 GB,Black,Green,Phantom Black,Phantom White,Pink,Pink Gold,Purple,White,,,
NO,Samsung,S22,256 GB,Black,Green,Phantom Black,Phantom White,Pink,Pink Gold,Purple,White,,,
NO,Samsung,S22 Ultra,1 TB,Black,Burgundy,Green,White,,,,,,,
NO,Samsung,S22 Ultra,128 GB,Black,Burgundy,Green,White,,,,,,,
NO,Samsung,S22 Ultra,256 GB,Black,Burgundy,Green,White,,,,,,,
NO,Samsung,S22 Ultra,512 GB,Black,Burgundy,Green,White,,,,,,,
NO,Samsung,S22+,128 GB,Green,Phantom Black,Phantom White,Pink Gold,,,,,,,
NO,Samsung,S22+,256 GB,Green,Phantom Black,Phantom White,Pink Gold,,,,,,,
NO,Samsung,S23,128 GB,Black,Cream,Green,Lavender,,,,,,,
NO,Samsung,S23,256 GB,Black,Cream,Green,Lavender,,,,,,,
NO,Samsung,S23 Ultra,1 TB,Black,Cream,Graphite,Green,Lavender,Lime,Red,Sky Blue,,,
